@relation 'AT: original_dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.7p1+0.413p3+0.407p4+0.395p2-0.086stab... numeric
@attribute '0.698stab+0.27 g3+0.265tau2+0.255g2+0.245g1...' numeric
@attribute -0.598g4-0.399g1+0.351tau3+0.326tau2+0.295g2... numeric
@attribute 0.465tau1+0.429g2-0.388g3-0.345tau4-0.319p2... numeric
@attribute 0.476tau4-0.474g3+0.409g1-0.363p4+0.253g2... numeric
@attribute 0.471tau4+0.437p4-0.383tau2-0.343p2-0.313tau1... numeric
@attribute 0.518tau3-0.508p3+0.405p2+0.319g2-0.299tau4... numeric
@attribute '-0.48g1-0.469tau3+0.372tau2+0.37 p2-0.365p3...' numeric
@attribute 0.536tau1-0.403g3-0.391g1+0.364tau3+0.257g4... numeric
@attribute '0.61 tau2-0.466g3+0.431g4-0.393tau1-0.166g2...' numeric
@attribute -0.523g2+0.437p4-0.347g4-0.326p3+0.325tau4... numeric
@attribute stabf {unstable,stable}

@data
-3.790579,1.114983,-0.755354,-1.42436,-0.857658,1.132572,-0.348196,-0.764732,0.817282,-0.941745,-0.580195,unstable
-0.533816,0.072354,-0.606888,0.074335,0.608248,-2.155035,0.788724,-0.672082,1.412923,1.25296,1.493807,unstable
2.856542,-0.812679,0.457522,0.033535,-0.0249,-2.006044,0.206586,-0.521451,1.409582,0.035315,0.819939,stable
1.638624,-0.090546,0.069863,0.770136,-1.353339,1.822614,-1.919772,0.319812,0.99726,-0.713258,-0.458636,unstable
0.072516,1.029023,-1.413032,0.245418,-0.449044,-0.591064,1.837222,0.121071,-1.957328,1.12404,-0.881749,unstable
-1.042525,0.011385,1.489164,-0.086281,0.234017,-0.41696,1.24397,-0.524732,-0.979831,0.143667,-0.224952,unstable
-0.6106,1.659783,1.170722,0.501261,0.155959,-0.430387,0.424101,-2.005329,-1.165834,-0.184702,-0.085842,unstable
1.143536,-3.030522,-0.454684,-0.535736,0.018846,-0.445589,0.775395,-0.671184,-1.216687,-0.115527,0.792375,stable
-1.384815,-0.26364,0.226677,-1.004419,-0.058814,-0.366385,1.785497,0.479995,-0.340932,0.708586,-2.202365,unstable
2.068935,-1.418824,-0.890705,0.356567,-0.380462,1.191267,0.860333,-0.544593,1.316176,0.73499,-1.495156,stable
1.754119,0.716022,1.833451,1.185359,1.485352,0.867742,0.287238,0.462396,1.060145,-0.22883,0.20741,unstable
-1.28193,-0.063791,-0.755683,1.174927,0.59497,1.21732,1.224034,-0.409981,1.230857,-0.749675,0.420432,unstable
-2.334453,0.894098,-1.171314,0.663992,-0.677714,0.616705,0.58009,-1.706457,-1.536188,-0.654656,-0.718274,unstable
0.436614,-0.949254,0.263313,0.275425,0.286454,-0.903558,-0.352566,0.407551,0.573919,-0.718808,0.498165,stable
-2.069279,2.223534,-0.244162,-0.906992,0.900348,0.470224,0.216067,-0.864749,-0.377801,1.324482,-1.209605,unstable
-0.743786,1.265188,-1.475439,0.513128,-0.676568,0.777039,1.632512,-0.918204,-1.658845,-1.547736,-0.904538,unstable
2.507084,-1.319475,-0.079194,0.791433,2.036152,-0.366954,1.46383,-1.764452,-0.906811,-0.161426,-0.488941,stable
0.715941,1.105487,1.149712,1.05456,0.980717,-2.232009,0.188722,0.024162,0.2486,0.373002,-0.416636,unstable
0.618187,1.924868,-0.277928,-0.159013,0.257454,-1.344944,1.07157,-0.434407,0.178229,-1.781905,0.396311,unstable
1.564299,-2.52694,1.012525,0.2949,1.450171,-0.213426,0.417812,0.517458,0.215149,-0.291291,-1.087447,stable
-1.385319,1.354636,-0.694269,1.152098,0.218451,1.422799,0.133885,-0.824817,-0.408078,0.712793,-0.346205,unstable
-0.333803,-0.060403,0.160646,-2.669439,0.344142,0.456296,0.207401,-0.783253,0.342656,-0.672865,0.490386,unstable
0.972943,0.888633,0.764586,0.119989,-0.579822,2.251244,0.517866,-0.85154,0.110413,0.95985,-2.096246,unstable
2.309052,1.253182,1.062512,-0.660439,-2.250559,-1.018327,1.484791,0.211166,-0.036382,-0.871192,0.431377,unstable
0.556021,0.818316,0.303686,-1.533649,-0.05788,-0.440235,0.447134,0.456349,-2.019973,0.368514,1.912953,unstable
2.201655,-0.31993,0.719092,1.613881,0.481802,-0.079986,-0.008112,0.571277,1.404429,-0.773653,-0.622206,unstable
1.495678,-0.454655,-1.196311,0.277847,-0.403232,-0.393582,-1.393712,-0.44982,-1.620672,2.567166,-0.374586,stable
1.557921,3.056257,-1.149458,-1.751859,-0.958179,-0.855789,0.344992,-0.144844,-0.731893,0.825482,1.635584,unstable
-1.829722,-0.006235,1.30413,-0.398067,1.053382,0.979674,0.963258,-0.910103,-1.004698,0.777923,1.57758,unstable
0.554853,-1.947963,0.418305,-0.210123,0.49612,0.013237,0.101002,-3.088211,0.13047,0.181151,-0.600158,stable
-1.526337,-0.532656,0.338327,-0.933942,1.959193,0.438672,1.462905,1.187384,-0.072461,0.108241,-0.656515,unstable
-1.597549,-0.258504,0.146971,0.244816,0.601979,1.562137,1.407477,-1.01785,0.655822,1.288925,-0.241449,unstable
0.126501,0.722403,0.88634,1.145785,0.835818,1.662055,-0.668775,-0.845483,0.109676,-0.454783,0.21995,unstable
0.362487,0.210766,-1.734131,-0.77561,0.775772,-0.476368,0.116463,-1.516846,0.053505,0.06883,-2.349857,unstable
0.161945,1.071521,0.341622,-0.568647,0.737731,-0.678296,-0.09136,0.346105,1.724569,2.66445,-1.075645,unstable
-2.146356,-3.10309,-1.40057,-0.927685,-0.379974,0.534426,-0.534362,0.5545,0.058895,-0.046904,-1.006289,stable
-2.642815,-0.526493,-0.913398,-1.291007,-0.72384,-0.82984,-0.426908,-1.403224,-1.388333,1.200953,-0.319619,stable
0.129086,0.123406,-0.548402,-0.843756,-1.579973,0.947781,0.157818,0.856143,-0.581768,0.495128,-0.251791,unstable
-1.442164,2.982063,0.524287,0.110455,0.000607,-1.013111,0.307282,-0.231205,-0.739741,-1.183104,1.516324,unstable
1.687943,-1.881731,0.985159,0.430549,0.378947,0.115854,0.361956,-2.641906,-0.892256,-0.03999,-0.1906,stable
-0.779981,0.030234,0.375898,-1.24487,0.972806,2.086979,-0.480509,-0.429687,1.486982,1.275019,-1.55933,unstable
1.101453,1.59947,1.720362,-0.247563,-0.194546,0.1771,0.549809,-0.586581,-0.553507,-0.471428,1.515224,unstable
0.639325,2.754886,0.421783,-1.26016,0.991262,-2.451347,-1.112219,0.227893,0.935651,-0.25239,0.633647,unstable
-1.303775,0.745015,-0.199203,-0.126254,-1.121302,0.78448,-0.418518,-0.338657,1.691522,-1.078644,1.034726,unstable
1.138276,-0.443445,0.83584,-0.271447,-0.789636,0.519821,-2.003595,-0.62528,-1.454676,1.502424,0.080025,stable
-1.146007,-0.345422,1.974095,-0.734824,0.350448,0.378167,0.077166,0.731093,-0.502616,0.891771,0.506157,unstable
0.242865,-0.896391,-0.105199,0.85672,0.572478,0.742941,-1.335769,-2.069162,-1.724495,-1.129329,-1.260147,stable
1.222843,-0.238232,1.436577,-0.641646,0.814581,0.127944,0.127247,-1.225481,-0.138882,0.411652,0.727564,unstable
-2.510655,-0.527683,-0.111627,-1.825773,-0.150305,-0.029125,0.45777,-1.138706,-0.483434,-1.15171,-0.5876,unstable
0.701051,-0.332755,-0.750286,0.853779,1.047186,-0.678193,-0.021325,-0.716233,-0.234459,1.376703,0.067544,unstable
1.080501,-0.254929,0.062509,-0.24835,-1.001492,-0.572476,-0.02044,0.048091,0.833383,1.102196,1.211344,unstable
2.19326,-0.099298,0.835818,-0.005274,0.584121,0.05865,-1.533141,-1.140027,-1.394046,0.748968,1.59324,stable
0.140469,-2.067649,-0.469563,-0.745143,-0.547933,0.602085,-0.80226,2.609461,0.210327,-0.911301,2.041839,stable
-1.539214,0.459556,0.842591,0.612005,0.660841,-1.403319,0.315665,1.766838,-0.757603,-0.15163,-1.317548,unstable
-1.612217,1.67863,0.714172,2.227526,0.746458,0.548105,0.467552,-0.319052,-0.218656,1.492539,0.489788,unstable
-1.090651,2.486166,1.422003,0.257914,-0.478464,-0.749708,-0.916307,-0.779731,-0.720608,-0.085617,0.61274,unstable
-0.896369,-0.562921,0.686802,1.060606,-1.072422,-0.02805,1.181101,-1.373874,-2.025739,1.062282,1.50094,stable
-0.416178,1.85681,0.127402,-0.371383,1.347145,-1.516592,-0.010318,1.063225,0.390728,-0.382052,2.117361,unstable
-1.069558,2.153577,-0.338036,0.97463,-1.555068,1.163867,0.298258,1.140365,-1.012694,-0.031353,0.053824,unstable
2.881087,-0.410625,1.129637,0.086283,-0.847591,-0.313805,-1.383931,1.537765,-0.325954,0.115744,0.446342,stable
0.728469,-0.035431,-2.200187,0.222881,0.483098,-0.0139,0.822805,0.142526,-2.331454,-1.530199,-0.419956,unstable
-0.193323,-1.387467,-0.094765,-0.168521,-0.367982,0.323078,0.154369,-2.133152,-0.95807,0.818932,0.625348,stable
-0.710055,0.56374,0.680356,-2.393622,-1.194831,-0.194349,-1.30539,-0.917204,0.207273,1.01536,-0.191493,unstable
-1.412873,0.878366,1.865454,-0.322359,-0.928476,0.252102,-0.569446,-0.473159,0.944459,-0.551196,-1.239949,unstable
0.893683,-0.608092,1.6016,1.741322,1.489667,1.314756,-1.16271,-0.702562,0.919082,-0.816094,1.210853,stable
1.726908,1.325193,1.756887,-0.647083,0.743129,-1.678685,1.208232,-0.655583,-0.762835,-0.673651,-1.356842,unstable
-0.314734,-0.299253,-0.112226,-0.286373,0.831157,0.193433,0.581437,-0.232555,-1.536732,-0.90673,-1.110119,unstable
-2.425946,1.154773,-0.635872,-1.185842,0.966209,-1.134905,-0.060726,-0.968583,0.221584,-0.007096,1.266984,unstable
1.619387,-0.439855,-1.522301,1.814977,-0.972165,0.251584,0.364833,-0.574917,-0.052601,-0.981446,-1.260384,stable
1.525561,1.688938,0.142955,0.330149,-0.857533,-1.193329,-0.220615,-1.624972,-0.083078,0.268029,1.744812,unstable
1.097997,-0.515468,-1.092909,0.997062,1.028871,-0.791739,1.572357,-0.415548,1.640118,-1.077553,-0.324387,stable
1.23863,0.670762,1.839758,-1.645239,-1.045278,-0.11592,-1.830677,0.740001,0.963517,0.527708,0.889006,unstable
-0.959852,2.689662,0.868843,0.102323,-1.338304,0.728471,-0.886686,-0.130035,-0.06342,0.026919,1.146925,unstable
1.956055,1.708928,1.088499,0.132688,-1.105271,-0.716467,0.918873,1.645793,-1.04684,-0.538862,0.15829,unstable
-0.293712,-0.351444,-1.40804,1.002827,-1.653045,0.827082,0.898083,-0.573487,-0.394794,-0.94596,0.029154,unstable
-0.421497,0.774828,0.593092,-0.171652,-0.531561,-1.579916,-1.09108,-0.472284,0.475997,-1.116772,-1.235247,unstable
-1.54194,-1.679691,-0.447557,-0.245531,1.259696,-1.194579,-0.35991,1.080011,-1.612746,0.340142,0.657145,stable
0.097081,-0.362335,-1.825351,-0.420678,0.264396,2.413819,0.095226,-0.331775,-1.349261,-0.89636,0.74959,stable
0.155194,2.181643,1.699594,-1.138176,-0.549487,-0.140163,-0.473067,0.193562,-0.16944,0.561468,-0.398236,unstable
-0.348954,-1.054334,-0.912885,1.635258,0.378299,-1.061463,-0.461522,-1.718563,0.35012,-0.112697,1.29678,unstable
-0.966589,-0.200706,-1.435531,1.134644,-1.067886,0.61319,0.152666,0.127828,-0.189046,-1.741659,0.682968,unstable
-0.874694,-1.781618,0.664479,1.275882,-1.792186,0.907392,0.779307,0.16224,-0.211052,-1.81235,0.344239,stable
-1.794999,1.288454,1.776071,0.405514,-0.836311,-0.743628,1.043242,1.439018,0.525351,-0.408882,0.26439,unstable
0.538093,1.479764,1.3103,-1.214024,-1.316413,-0.909777,-0.498844,-0.044329,0.054801,0.254068,-1.105376,unstable
-1.036937,-0.113735,-1.595364,-0.657023,0.12136,0.888513,0.569913,0.898492,-0.354379,1.342857,0.184959,unstable
2.910162,-1.289137,0.466326,-0.766869,-0.025258,-0.571196,0.788968,-0.545334,-0.457125,0.406542,1.512091,stable
-0.389104,-2.214834,1.116778,1.876624,-0.46757,-1.084687,-1.106516,-0.392995,0.387736,-0.118022,0.151508,stable
-0.524494,-3.075156,0.570804,1.566573,-2.202599,-0.56609,-0.667599,0.968213,-0.528171,0.191105,1.7895,stable
1.333868,-1.055415,0.404266,1.641711,0.012659,-1.321588,0.035762,-0.354518,-0.353673,0.657163,0.907662,stable
1.090422,-0.632319,0.423796,1.525482,-0.601437,-1.05116,2.139083,2.339668,0.816056,0.309651,0.404957,stable
-2.316112,1.854227,-0.617531,0.627075,0.676296,0.218049,1.830879,-1.153449,0.043906,0.877987,-0.862866,unstable
0.375392,0.249396,1.295302,-1.44439,0.337944,-0.03393,-1.767811,1.252117,-0.485164,-0.027863,-0.911159,unstable
0.2078,1.201059,0.533767,-0.65946,-2.206938,-1.700446,-1.68293,-0.729338,1.108071,0.724032,-0.332642,unstable
0.377306,-1.88988,-0.911839,-0.025076,1.309861,0.111532,0.104618,0.47014,0.084215,0.356431,0.92133,stable
0.053421,0.401196,1.181396,1.79908,0.686253,0.599389,0.547895,0.947369,-0.512158,1.340015,0.115836,unstable
0.064295,-2.553437,-0.062225,0.051955,-0.18509,-0.839188,1.333478,1.321833,-0.848701,0.652,-0.540329,stable
0.00157,0.823056,0.329617,-0.714355,0.161974,-0.200606,0.446957,-0.237999,-1.757419,0.062359,-0.79669,unstable
0.574223,-1.267402,1.191088,2.406425,-0.531535,0.662898,1.013724,-1.180145,1.103205,-0.24412,-0.091376,stable
1.792349,-0.157629,-0.278393,-0.557512,1.545234,0.748298,-0.704363,-1.636752,-1.023166,-1.262223,-0.300128,stable
0.464234,-1.124036,-1.700576,-1.658692,-1.260903,1.758504,-0.963044,1.076291,-0.675928,0.15346,-0.114106,stable
-0.420036,0.252064,0.911613,0.562777,0.373901,2.556413,-0.290991,0.464482,0.225264,1.870227,-0.916845,unstable
-0.856119,1.825256,-1.554206,-1.343971,-0.681561,0.550945,-0.227405,-1.066023,1.018758,-0.449611,0.143992,unstable
2.00043,-0.280913,0.597122,-1.066913,-0.032943,0.228197,-1.411723,1.266887,0.49067,1.715223,-0.86304,unstable
-0.76432,-0.21752,2.450397,-1.605976,-0.159755,0.059159,-0.759249,-1.493967,0.027761,-0.65428,-1.117271,unstable
-0.454484,-0.787099,-0.226249,-0.984674,-1.940918,2.249927,1.567649,-0.750728,0.31568,0.247674,0.417533,stable
-0.560545,0.749926,0.841885,1.153264,0.477413,-1.347659,0.859642,-2.015415,-0.659533,0.439795,-0.321016,unstable
2.291483,-0.723256,-0.485338,-0.648348,0.537986,0.35719,-0.196852,0.779742,0.228676,-0.755869,0.330058,stable
0.40553,1.777111,0.287101,-0.311456,1.622008,0.870233,0.610845,0.521499,0.291451,-0.540055,-0.228202,unstable
0.025542,0.235787,1.689336,0.439004,-1.818893,0.255792,0.329677,-1.390694,-1.153234,-0.434038,-0.68828,unstable
0.578633,1.468609,-0.6779,0.538488,1.486738,0.488896,-0.195594,-0.619452,-0.233329,-0.217877,-1.522889,unstable
-2.215646,0.196384,0.055111,-0.534222,-1.081745,-0.210777,1.030505,-0.580243,0.038266,-1.33902,-0.101754,unstable
-2.301664,0.060526,-1.049231,0.637904,-0.810148,-0.47472,-0.620418,0.310636,-1.080167,0.591884,-0.420005,unstable
-0.220476,-0.055894,-2.237696,-0.832535,0.046192,0.668496,1.319937,0.036644,-0.895006,-0.650801,-1.348739,unstable
-1.686287,0.089509,-0.012565,-0.768183,-0.175028,0.001701,1.940208,0.039218,0.717483,-0.359713,-0.02842,unstable
0.650244,-1.292918,0.506105,-0.579537,-0.474908,0.644159,-0.246053,-1.272938,-1.485568,-0.092525,1.470129,stable
2.187062,-0.753729,1.038386,-0.137716,0.820854,0.031283,1.122115,1.391941,-1.301343,-0.295897,0.328475,stable
-2.716214,-0.966364,0.366894,-0.291518,1.871881,-0.579053,1.843592,-1.107973,-1.201451,-0.370343,0.245712,stable
1.408642,1.156363,-0.185465,-0.282182,-0.752729,-1.567472,0.534174,-1.8731,-0.309969,-1.303081,1.250819,unstable
0.460074,1.976547,-0.102827,-1.338064,0.504339,-1.500708,0.939409,-0.12523,0.518584,0.781814,0.13731,unstable
1.189215,0.532971,1.24635,-0.49428,3.70167,-0.618618,0.248463,-0.552106,-0.14585,0.202877,0.078231,unstable
3.202294,-0.458621,-0.805369,-0.646824,1.497711,1.664619,0.648192,-0.064564,0.009291,0.457782,0.407944,stable
0.584953,-0.144332,2.050077,1.304035,-0.861157,-1.32971,0.112474,0.931255,0.113978,-0.46782,-0.796629,unstable
-1.545819,0.676672,-1.87725,-0.144603,-0.199246,1.561773,0.008718,-0.525801,0.723298,0.4935,1.098254,unstable
1.660365,0.521433,-0.078174,0.826099,-1.267927,-0.59095,0.572441,0.986493,-1.188845,-0.276138,0.175536,unstable
-1.650579,-1.123355,-0.363596,0.773962,0.247165,-0.503117,-0.355298,-0.184196,0.935859,0.997747,0.547694,unstable
-1.292329,-0.469085,-1.401249,-0.298039,-0.169315,-1.406065,-0.328623,1.388172,-0.420484,1.057313,-0.375166,unstable
0.606387,-2.58369,-1.244885,-1.285,1.22473,-1.488308,-0.656337,-0.653394,-1.031544,-1.563021,0.293242,stable
-0.526466,0.889931,-0.101438,-0.057117,-0.03296,0.133841,-2.011602,1.505591,-0.828198,0.352485,-0.491354,unstable
-0.532231,1.605018,-0.573085,-1.486443,1.881564,-0.947358,-0.444366,-0.034431,0.084734,-2.325888,0.240128,unstable
2.925272,0.922534,0.519535,1.380095,0.00854,0.162256,-0.069754,0.434595,0.83496,0.180323,-0.26794,unstable
0.182098,-0.114519,0.933788,0.105398,2.677934,-0.956567,0.823943,-0.156369,1.341934,-1.538759,-0.065409,stable
0.575678,-0.30951,2.325084,0.945415,-0.640503,-0.228369,0.648551,0.162296,0.752543,0.914256,-0.746823,unstable
-1.191868,-1.99372,-0.125536,-0.074432,-1.038051,0.967035,0.829905,-0.475286,0.280506,1.590074,-1.672326,stable
-1.332076,-1.30731,0.303704,-0.704649,-0.079105,-0.231615,-0.150434,-2.030473,-0.075515,1.193801,1.206492,stable
-2.058272,-0.486156,1.180393,-1.119471,0.874911,-0.299991,1.417929,0.388757,0.675331,-0.85489,0.15514,unstable
2.608537,-0.12956,1.978259,0.889261,0.592064,-0.303214,1.198086,1.61663,0.130313,-0.141322,-0.282246,unstable
-1.306097,1.017344,1.588591,-1.043382,0.117404,1.689569,-1.353723,0.019738,-0.130356,-0.580831,-1.462688,unstable
-0.477816,0.369792,0.570644,-0.137774,-3.789506,-0.783886,0.324679,0.536719,0.575427,0.444446,0.531048,unstable
0.119506,-1.251642,2.181521,-0.44783,-0.862509,-0.32648,-0.421952,-0.8797,-0.276474,-0.55111,-0.922263,unstable
1.510649,0.70613,-1.51874,0.086107,1.361262,-0.618738,-1.775142,0.373676,0.510403,1.198158,0.041442,unstable
1.52665,-0.49485,0.764414,-2.608337,-0.073989,-0.530077,-0.11159,-0.451619,0.631834,-0.215987,-0.574508,unstable
1.421493,0.736109,0.48455,1.170108,-0.886762,-0.610364,0.571163,-0.005308,-1.52679,-1.456475,0.683661,unstable
1.097106,1.217731,1.089233,-1.148146,-1.461299,-0.229581,-0.705156,-1.733486,-0.270271,0.316112,0.208889,unstable
-2.361184,-0.659284,-0.385408,0.683571,-0.546194,0.983756,-0.220772,1.51364,-0.907022,1.420858,-1.991737,unstable
-0.509658,-0.758589,0.22257,1.220301,-1.193445,-0.988034,-0.860996,0.18288,-0.258193,1.364612,-0.371193,stable
-1.227004,-2.276313,-0.51872,0.823621,1.060692,0.336614,-0.662076,-0.288062,0.083835,-0.658948,1.828437,stable
-1.172928,2.258596,-0.053799,-0.706697,0.972311,-1.311987,1.550097,-0.828725,-1.01539,-1.762474,-0.806049,unstable
2.384563,1.585659,1.682192,-1.027589,0.343734,1.675615,1.700342,1.268243,0.338363,2.039986,-0.32816,unstable
-0.13206,0.258234,-1.331217,-1.96153,0.636596,-0.380334,-0.887418,-0.998075,0.440834,0.06895,-0.206371,unstable
-1.797777,2.137728,-0.239307,-1.335969,-0.323616,0.593709,-1.657584,0.133088,-0.387176,1.596814,0.222519,unstable
2.004585,-1.94984,1.405737,1.021729,0.205685,-1.100374,0.154683,0.908835,0.677198,0.631657,-0.608825,stable
-3.503483,-0.559879,-0.504352,0.65256,0.129545,-0.960484,-0.764272,1.098244,0.080761,1.57766,0.277883,unstable
-2.692617,0.176617,-0.157248,-0.657459,-0.114501,1.020434,-0.52285,0.305719,0.726323,-0.121643,0.875137,unstable
-1.486682,-1.756863,-0.27144,0.263759,0.354868,-0.534802,0.821582,1.497448,-1.162046,-2.166694,-1.44138,stable
0.185156,-0.26389,-1.674,2.237324,0.94311,0.23212,-0.011446,0.180361,0.298787,-0.970906,0.164861,stable
-1.149081,-1.45456,-0.229131,-0.630749,1.712736,-0.822906,-1.394133,-0.425216,-1.110835,0.503812,0.880045,stable
-1.36867,-0.989622,0.718071,0.225667,0.254557,-1.916611,-2.039876,-0.589733,-0.494394,0.058061,0.10215,stable
-0.604832,0.964346,-1.936944,-0.425012,-0.021223,0.80632,1.156668,-0.427436,0.958163,-0.902513,0.85851,unstable
0.662541,-2.007006,-0.497225,-1.143506,1.867847,-0.537617,-1.623782,-0.939348,0.059476,-0.495793,-0.392372,stable
-0.219119,1.707757,0.374688,0.154607,-1.181412,-0.274545,1.421799,-0.834617,-1.359489,0.526033,0.711212,unstable
1.27893,-0.764975,-0.542417,-1.305375,1.526901,0.762195,-1.747215,0.694691,0.822977,2.745758,-0.445516,unstable
2.251119,-0.971266,0.122606,2.098279,1.859996,0.655839,-1.56247,-0.043849,0.287622,-1.658583,1.170376,stable
-1.513239,2.7516,-0.842949,-0.662796,-0.844235,-0.792461,-1.643936,-1.485379,0.744957,0.768131,0.071158,unstable
-1.526231,1.379494,0.36747,0.615574,-0.109654,0.943452,1.024424,-0.60358,-0.042789,-1.92889,1.68694,unstable
0.344983,0.105043,-0.074885,0.414786,-2.925084,0.857938,-0.194553,0.016191,0.906556,0.317179,0.313446,unstable
0.266958,-2.169975,-0.388639,-0.84962,0.73711,-1.135328,0.233563,1.157383,0.143913,2.341302,-0.95442,stable
-0.351961,-0.609781,-0.301084,-0.885271,-0.529746,-1.757699,-0.870025,0.111055,0.968478,0.577976,-0.458072,unstable
0.936001,0.561338,0.613873,0.969749,-0.100477,-0.211631,1.297581,2.101856,0.843569,-1.351251,-0.345477,unstable
-2.092643,-2.242623,0.345124,0.088951,-1.35566,-0.31007,-1.043325,0.024235,-1.516652,0.057021,-1.473716,stable
1.675473,-2.050595,0.459496,1.137909,-0.855131,-1.364838,-0.343875,-0.374914,-1.087445,1.675695,1.115511,stable
-2.999059,1.853788,0.497824,-0.546863,0.291551,-0.163398,0.773342,0.820779,0.823021,-0.494561,0.374385,unstable
-1.085184,0.767417,0.285171,-0.678494,-0.00333,0.461545,0.609165,0.875586,2.324064,0.502408,0.290742,unstable
0.143951,2.027274,0.128945,0.369869,-0.482119,0.145083,1.319276,1.164522,-0.458036,0.19787,0.930547,unstable
-0.18764,-1.199929,-0.352835,-0.468072,1.047951,0.772716,-0.290642,0.301061,-1.456716,1.244916,1.014261,stable
0.91158,-1.910254,-0.904117,0.257383,-0.579495,-0.463187,-1.678246,-0.022854,1.36647,-0.195222,-0.836927,stable
-1.50817,0.307372,0.751461,-1.126611,0.339219,-0.737565,0.622425,1.881798,0.212419,-1.115934,0.657807,unstable
-1.908472,-1.649911,-0.270441,-0.072879,0.884333,-1.459401,-0.325506,0.013526,0.742152,-0.771434,0.894083,stable
0.416771,-0.083921,0.083407,0.851963,-0.721035,-0.620699,0.467077,-0.67034,2.233998,0.629055,-2.109127,stable
2.087623,0.446075,-1.106226,1.720852,-0.712538,-0.054595,0.108483,-0.869351,0.801259,0.171758,-0.532537,unstable
-1.282825,-0.673543,0.814411,-0.757823,-1.373029,-0.636004,0.18179,-1.844761,0.24853,-1.529474,0.388289,unstable
-0.852377,0.833295,1.380775,-0.624776,1.09397,-0.334968,-0.18639,0.889636,-0.149159,-1.076686,-0.410293,unstable
-0.835935,-1.244949,-0.582013,0.294052,1.375748,-1.676261,-0.570333,-0.377483,-1.011692,0.672513,-0.189776,stable
0.072631,-1.884532,0.503743,1.740651,-0.095346,0.242433,0.319914,0.762342,0.24644,-1.486957,0.691092,stable
1.639986,3.28344,-1.006581,-1.201326,0.681246,-0.39175,-0.614234,-0.186091,1.657449,-0.458173,-0.781832,unstable
0.83609,-1.271659,-0.36134,-0.497078,-2.252257,0.821775,-0.801591,-2.568595,1.129855,0.285194,-0.472358,stable
0.473087,-1.489956,0.966209,1.396024,0.25746,0.654376,1.537658,0.807855,0.292263,-1.022421,1.318618,stable
0.136472,2.037178,-0.922377,-0.574633,1.310436,0.469283,1.335363,1.027881,-2.046758,-0.941187,0.593591,unstable
0.723455,-2.521716,-0.274484,1.476942,-1.196606,0.202616,0.023309,0.258941,1.322711,-0.036118,0.581973,stable
-1.557534,-0.392969,-0.490882,-0.391375,-0.745982,-0.885899,-1.7103,-1.369281,1.291492,0.109153,-0.509981,unstable
-2.716513,-0.51314,0.398085,-1.932308,0.395258,2.080404,1.013399,0.059385,0.237918,-0.462175,-0.61376,unstable
-0.654543,0.497655,0.88064,-0.157973,1.428228,0.592885,1.60284,1.503176,1.210001,-0.317989,0.851729,unstable
0.000763,1.810074,-1.03634,-0.043287,0.636998,-2.150028,-2.00399,0.108933,-0.138125,-0.323905,-0.215802,unstable
-2.551024,-2.88906,0.819475,-0.116719,0.991195,1.182865,0.341242,0.443583,-0.845634,-0.352978,-0.081005,stable
1.585533,-1.105644,1.059435,-0.649231,0.063359,-3.109025,-1.196664,1.45961,1.468256,-0.008573,-0.099539,stable
2.137166,-1.50596,-0.681058,0.25749,-0.383274,-0.345298,0.827993,-0.772128,-1.147569,1.422877,-0.393739,stable
-0.190758,-1.646353,-0.405583,-0.761804,-1.037755,-0.279164,0.69556,0.816468,0.686748,0.984579,-0.280813,stable
-1.384279,-0.748347,-0.946871,0.871742,-1.746457,-1.229687,1.0055,0.427503,1.490924,1.152333,0.464019,stable
-0.311585,-1.419098,0.788252,0.038121,2.997713,0.471937,-0.95487,-1.748256,-0.920157,-0.658225,-0.41379,stable
-1.020105,-1.632266,0.517085,0.343872,0.209319,0.562045,-1.336376,0.627851,-1.10082,0.189891,1.921986,stable
2.3713,1.123513,-0.306511,-0.633862,-0.953746,-0.089531,-0.006742,0.843241,0.42678,-0.761605,1.615734,unstable
0.478122,-0.550422,-0.515229,0.932602,0.091513,0.815149,-1.622132,-0.041368,-1.120658,0.585016,1.625029,unstable
-1.405894,-1.459921,-0.467498,-0.324828,0.553795,-0.899199,0.094256,-0.188941,-1.101856,0.400321,-0.081576,stable
0.060733,-1.328239,-1.545528,0.643446,-1.453433,1.064502,1.166588,0.622606,-2.208055,-0.281884,-1.588528,stable
-1.219199,0.538528,0.746623,0.703272,2.177291,-0.85968,-2.071834,0.839658,0.292297,-0.206091,0.190171,unstable
-1.950846,-1.29258,0.621273,0.636465,2.315983,0.180852,-0.183652,-1.779692,-0.34439,0.430866,-0.849323,stable
